,Auction,VIN,Name,Address(1),City,State,Zip,Year,Make,Model,zipcode,latitude,longitude
1420,Manheim Dallas,3N1AB7AP4HY237579,MVTRAC,1150 BLUE MOUND RD W,FORT WORTH,TX,76052,2017,NISSAN,SENTRA,76052,32.95988361682243,-97.3877601317757
1421,Manheim Dallas,4T1BF1FK9GU552181,metro Investigations and recovery,4197 Nelms Dr,Fort Worth,tx,76119,2016,TOYOTA,CAMRY 4C,76119,49.90745176,0.97271604
1422,Manheim Dallas,1G1JE6SB4F4111538,METRO INVESTIGATIONS & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2015,CHEVROLET,SONIC,76119,49.90745176,0.97271604
1423,Manheim Dallas,1N4AL3AP9HN355312,Metro Investigations & Recovery Solutions,4197 Nelms Dr,Fort Worth,tx,76119,2017,NISSAN,ALTIMA 4C,76119,49.90745176,0.97271604
1424,Manheim Dallas,5N1AT2ML9FC842656,METRO INVESTIGATIONS & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2015,NISSAN,ROGUE FWD,76119,49.90745176,0.97271604
1425,Manheim Dallas,5NPDH4AE0DH401732,METRO INVESTIGATIONS & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2013,HYUNDAI,ELANTRA,76119,49.90745176,0.97271604
1426,Manheim Dallas,JA4AP3AU5KU019040,METRO INVESTIGATIONS & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2019,MITSUBISHI,OUTLAND SPT FWD,76119,49.90745176,0.97271604
1427,Manheim Dallas,KM8J23A4XGU237594,METRO INVESTIGATIONS & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2016,HYUNDAI,TUCSON FWD 4C,76119,49.90745176,0.97271604
1428,Manheim Dallas,KMHD35LE3DU117773,METRO INVESTIGATIONS & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2013,HYUNDAI,ELANTRA GT,76119,49.90745176,0.97271604
1429,Manheim Dallas,1N4AL3AP6GC120795,METRO INVESTIGATIONS & RECOVERY,1807 ALTA VISTA DR,MIDLAND,TX,79706,2016,NISSAN,ALTIMA 4C,79706,31.96026289589041,-102.04634385821919
1430,Manheim Dallas,5FNRL5H66EB015146,METRO INVESTIGATIONS & RECOVERY,4197 NELMS DR,FORT WORTH,TX,76119,2014,HONDA,ODYSSEY,76119,49.90745176,0.97271604
1431,Manheim Dallas,5YFBURHE5EP134081,METRO INVESTIGATION & RECOVERY SOLUTIONS,4197 NELMS DR,FORT WORTH,TX,76119,2014,TOYOTA,COROLLA,76119,49.90745176,0.97271604
1432,Manheim Dallas,2T2ZK1BA3DC109752,MAXX TOWING & RECOVERY,1407 COGGIN AVE,BROWNWOOD,TX,76801,2013,LEXUS,RX 350 FWD,76801,49.3826994,1.0786963
1433,Manheim Dallas,1C6RR6GG1JS119241,"LIBERTY RECOVERY SERVICES, LLC",4848 TIDWELL DR,TYLER,TX,75708,2018,RAM,1500 4X2 QD,75708,32.398993646456695,-95.23238472755905
1434,Manheim Dallas,1VWBS7A36EC116486,"LIBERTY RECOVERY SERVICES, LLC",4848 TIDWELL DR,TYLER,TX,75708,2014,VOLKSWAGEN,PASSAT 4C,75708,32.398993646456695,-95.23238472755905
1435,Manheim Dallas,2C4RDGCGXHR765876,LIBERTY RECOVERY LLC,4848 TIDWELL DR,TYLER,TX,75708,2017,DODGE,GRAND CARAVAN,75708,32.398993646456695,-95.23238472755905
1436,Manheim Dallas,KMHTC6AE4HU310248,LENDERS CHOICE RECOVERY INC,1398 HWY 7,BISMARCK,AR,71929,2017,HYUNDAI,VELOSTER,71929,34.296954244,-93.1638850224
1437,Manheim Dallas,2C3CDZAG7JH298355,KEEL RECOVERY,13907 US HWY 75,VAN ALSTYNE,TX,75495,2018,DODGE,CHALLENG 4X2 V6,75495,33.42627108829268,-96.57576315902439
1438,Manheim Dallas,4T1BF1FK8EU362501,KEEL RECOVERY,13907 US HWY 75,VAN ALSTYNE,TX,75495,2014,TOYOTA,CAMRY 4C,75495,33.42627108829268,-96.57576315902439
1439,Manheim Dallas,JM1GJ1U50G1406274,KEEL RECOVERY,13907 US HWY 75,VAN ALSTYNE,TX,75495,2016,MAZDA,MAZDA6,75495,33.42627108829268,-96.57576315902439
1440,Manheim Dallas,3C4PDCBB5GT139783,HIDE AND SEEK RECOVERY,214 E RED BIRD LN,DUNCANVILLE,TX,75116,2016,DODGE,JOURNEY FWD 4C,75116,48.86650564387755,2.281818698979592
1441,Manheim Dallas,1N6AA1F10HN501876,"Dealers Auto Auction of Oklahoma City, Inc.",1028 South Portland Avenue,Oklahoma City,OK,73108,2017,NISSAN,TITAN XD 4X2 CR,73108,35.444551199511004,-97.53630024743276
1442,Manheim Dallas,1HGCR2F38HA038230,"CORNERSTONE ASSET RECOVERY, LLC",411 E COTTON ST,LONGVIEW,TX,75601,2017,HONDA,ACCORD 4C,75601,32.508844807363424,-94.7331421804434
1443,Manheim Dallas,5XYPGDA51HG312782,CORNERSTONE ASSET RECOVERY LLC,411 E COTTON ST,LONGVIEW,TX,75601,2017,KIA,SORENTO AWD V6,75601,32.508844807363424,-94.7331421804434
1444,Manheim Dallas,KMHCT4AE4DU511128,C&C SERVICES,5205 N US HWY 281,STEPHENVILLE,TX,76401,2013,HYUNDAI,ACCENT,76401,32.21809454255319,-98.21338632393616
1445,Manheim Dallas,2C3CDXCT3JH228494,bell and williams,2 1829 E Broadway Ave,Gladewater,tx,75647,2018,DODGE,CHARGER 4X2 V8,75647,32.53124302193211,-94.94693416083551
1446,Manheim Dallas,KMHCT4AE1HU270733,BELL & WILLIAMS ASSOCIATES,5117 Tulip,AMARILLO,TX,79110,2017,HYUNDAI,ACCENT,79110,46.079426,-0.049005611903507704
1447,Manheim Dallas,WDDGF8BB9AF479274,American Recovery Services,2108 B FERGUSON LN,AUSTIN,tx,78754,2010,MERCEDES,C300W4,78754,30.362273909142726,-97.63089145966713
1448,Manheim Dallas,JA4AD3A36JJ000514,ADVANCED RECOVERY OF TEXAS INC,5001 SOUTH FORT HOOD ST,KILLEEN,TX,76542,2018,MITSUBISHI,OUTLAND FWD 4C,76542,31.06409363785311,-97.72018807947269
1449,Manheim Denver,1C4NJRBB2FD411763,Select Asset Recovery Group CO,3335 Astrozon Blvd,Colorado Springs,co,80910,2015,JEEP,PATRIOT 4X4 4C,80910,49.74112321666667,2.65207665
1450,Manheim Denver,1N4BL3AP6DN416565,Select Asset Recovery Group CO,3335 Astrozon Blvd,Colorado Springs,co,80910,2013,NISSAN,ALTIMA V6,80910,49.74112321666667,2.65207665
1451,Manheim Denver,1FADP3K29FL350916,SELECT ASSET RECOVERY GROUP,3335 Astrozon Blvd,Colorado Springs,CO,80910,2015,FORD,FOCUS 4C,80910,49.74112321666667,2.65207665
1452,Manheim Denver,1FMCU9GX7FUB06368,select asset recovery group,3335 Astrozon Blvd,Colorado Springs,co,80910,2015,FORD,ESCAPE 4X4 4C,80910,49.74112321666667,2.65207665
1453,Manheim Denver,1HGCP3F87CA024187,Select Asset Recovery Group,3335 Astrozon Blvd,Colorado Springs,co,80910,2012,HONDA,ACCORD V6,80910,49.74112321666667,2.65207665
1454,Manheim Denver,1N4AA5APXEC456738,select asset recovery group,3335 Astrozon Blvd,Colorado Springs,co,80910,2014,NISSAN,MAXIMA,80910,49.74112321666667,2.65207665
1455,Manheim Denver,3C4PDDEG6HT623542,select asset recovery group,3335 Astrozon Blvd,Colorado Springs,co,80910,2017,DODGE,JOURNEY AWD V6,80910,49.74112321666667,2.65207665
1456,Manheim Denver,3N1AB7AP2JL625784,select asset recovery group,3335 Astrozon Blvd,Colorado Springs,co,80910,2018,NISSAN,SENTRA,80910,49.74112321666667,2.65207665
1457,Manheim Denver,5NMSG73D99H286732,Select Asset Recovery Group,3335 Astrozon Blvd,Colorado Springs,co,80910,2009,HYUNDAI,SANTA FE AWD V6,80910,49.74112321666667,2.65207665
1458,Manheim Denver,5XXGU4L31GG078831,SELECT ASSET RECOVERY GROUP,3335 ASTROZON BLVD,COLORADO SPRINGS,CO,80910,2016,KIA,OPTIMA,80910,49.74112321666667,2.65207665
1459,Manheim Denver,5YFBURHE5FP343256,Select Asset Recovery Group,3335 Astrozon Blvd,Colorado Springs,co,80910,2015,TOYOTA,COROLLA,80910,49.74112321666667,2.65207665
1460,Manheim Denver,JM3KE2CY6G0667437,SELECT ASSET RECOVERY GROUP,2344 W SHERMAN ST,PHOENIX,AZ,85009,2016,MAZDA,CX-5 FWD 4C,85009,33.469990289431365,-112.12552496346926
1461,Manheim Denver,KMHCT4AE7GU014837,Select Asset Recovery Group,3335 ASTROZON BLVD,COLORADO SPRINGS,CO,80910,2016,HYUNDAI,ACCENT,80910,49.74112321666667,2.65207665
1462,Manheim Denver,JN8AS5MV7FW260259,SELECT ASSET RECOVERY,3335 Astrozon Blvd,Colorado Springs,CO,80910,2015,NISSAN,ROGUE SEL AWD,80910,49.74112321666667,2.65207665
1463,Manheim Denver,2T1BURHE0EC180482,mvtrac,2710 W Union Ave,Englewood,co,80110,2014,TOYOTA,COROLLA,80110,62.60374844508475,29.730221470508475
1464,Manheim Denver,3C4PDCAB6KT870006,mvtrac,1409 north Laredo,aurora,co,80110,2019,DODGE,JOURNEY FWD 4C,80110,62.60374844508475,29.730221470508475
1465,Manheim Denver,3GNCJPSB9KL312672,mvtrac,2313 S Greeley Hwy,Cheyenne,wy,82007,2019,CHEVROLET,TRAX AWD,82007,41.11112588145696,-104.80568056556291
1466,Manheim Denver,3N1AB8DV4MY291569,mvtrac,1127 W 46th Avenue,Denver,co,80211,2021,NISSAN,SENTRA,80211,39.76665483946281,-105.02032218677687
1467,Manheim Denver,3N1CN7AP2HL859014,mvtrac,1409 north laredo,aurora,co,80110,2017,NISSAN,VERSA,80110,62.60374844508475,29.730221470508475
1468,Manheim Denver,3VWPL7AJ7DM638574,mvtrac,2151 W Radcliff,Englewood,co,80110,2013,VOLKSWAGEN,JETTA 4C,80110,62.60374844508475,29.730221470508475
1469,Manheim Denver,5N1AR1NB9BC613046,mvtrac,2151 W Radcliff,Englewood,CO,80110,2011,NISSAN,PATHFIND 4X4 V6,80110,62.60374844508475,29.730221470508475
1470,Manheim Denver,5YFBU4EE7DP081664,mvtrac,2530 S PRAIRIE AVE,PUEBLO,co,81005,2013,TOYOTA,COROLLA,81005,38.213222196428575,-104.68837821428572
1471,Manheim Denver,3N1CE2CP8GL407566,LPS,502 W 18th St,Scotts Bluff,NE,69361,2016,NISSAN,VERSA NOTE,69361,45.7466978,4.8522201
1472,Manheim Denver,JF2GPAVC0D2876324,Loss Prevention Services,1701 W Trilby Rd  CO 80526,Fort collins,co,80526,2013,SUBARU,XV,80526,40.556447952798386,-105.10649200445044
1473,Manheim Denver,1C4PJLAK5CW117927,COLORADO ASSET RECOVERY SPECIALISTS,2530 S PRAIRIE AVE,PUEBLO,CO,81005,2012,JEEP,LIBERTY 4X2,81005,38.213222196428575,-104.68837821428572
1474,Manheim Denver,1G1BC5SM9J7173580,Bell and Williams,30 Rd  CO 81501,Grand Junction,co,81501,2018,CHEVROLET,CRUZE,81501,39.076909908897115,-108.54751773126893
1475,Manheim Denver,1GCVKREC9HZ122919,Bell and Williams,24736 SIERRA VISTA ST,La Junta,co,81050,2017,CHEVROLET,1500 SLV 4X4 DB,81050,41.164528,14.1213337
1476,Manheim Denver,1GNKVGKD5EJ242312,Bell and Williams,205 CR 128A,CHEYENNE,wy,82001,2014,CHEVROLET,TRAVERSE AWD,82001,41.13876432295597,-104.8081431018868
1477,Manheim Denver,4T1BF1FK7GU236018,Bell and Williams,521 30 Rd,Grand Junction,co,81501,2016,TOYOTA,CAMRY 4C,81501,39.076909908897115,-108.54751773126893
1478,Manheim Denver,5XXGM4A79EG333311,Bell and Williams,2530 S PRAIRIE AVE CO 81005,PUEBLO,co,81005,2014,KIA,OPTIMA,81005,38.213222196428575,-104.68837821428572
1479,Manheim Denver,JTHBK262395104469,bell and williams,3741 E 64th Ave  CO 80022,Commerce City,co,80022,2009,LEXUS,IS 250 4X2,80022,39.837786397082226,-104.88629390477453
1480,Manheim Denver,3N1AB7AP4DL789820,American Recovery Services,2530 S. PRAIRIE AVE CO 81005,PUEBLO,co,81005,2013,NISSAN,SENTRA,81005,38.213222196428575,-104.68837821428572
1481,Manheim Fredericksburg,JA4AD3A39JZ037574,RIVER CITY RECOVERY LLC,2500 AUSTIN AVE,RICHMOND,VA,23223,2018,MITSUBISHI,OUTLAND FWD 4C,23223,37.55024410894686,-77.38913901258047
1482,Manheim Fredericksburg,3VWDX7AJ9CM341036,PREMIER RECOVERY SERVICES,11002 HOUSER DR LOT 7,FREDERICKSBURG,VA,22407,2012,VOLKSWAGEN,JETTA 5C,22407,38.26222843960173,-77.54855544915254
1483,Manheim Fredericksburg,5XXGR4A66FG414020,MVTRACK - SELECT RECOVERY,12270 MAPLE ST,ASHLAND,VA,23005,2015,KIA,OPTIMA,23005,37.7049805,126.3204378
1484,Manheim Fredericksburg,3C4PDCBG8HT533582,MVTRAC,"5321 Jefferson Davis Hwy,",FREDERICKSBURG,VA,22408,2017,DODGE,JOURNEY FWD V6,22408,38.24483349391039,-77.46468817787127
1485,Manheim Fredericksburg,4T1BF1FK1GU190878,MVTRAC,12270 Maple St,Ashland,VA,23005,2016,TOYOTA,CAMRY 4C,23005,37.7049805,126.3204378
1486,Manheim Fredericksburg,JF2SJADC9HH485236,MVTRAC,10420 Patriot Hwy,FREDERICKSBURG,VA,22408,2017,SUBARU,FORESTER,22408,38.24483349391039,-77.46468817787127
1487,Manheim Fredericksburg,2HGFG4A53FH707560,LOSS PREVENTION SERVICES,47 COOL SPRING RD,FREDERICKSBURG,VA,22405,2015,HONDA,CIVIC,22405,38.31894820943396,-77.4332041144654
1488,Manheim Fredericksburg,4T1BF1FK4CU570498,Glenn Allen Recovery,8618 Broadway Ave,Richmond,va,23228,2012,TOYOTA,CAMRY 4C,23228,37.624632151722125,-77.4945214062269
1489,Manheim Fredericksburg,1N4AA5AP7DC834951,ALS RESOLVION,10420 Patriot Hwy,Fredericksburg,VA,22408,2013,NISSAN,MAXIMA,22408,38.24483349391039,-77.46468817787127
1490,Manheim Georgia,1G1BC5SM0J7204148,SUPERIOR RECOVERY & TRANSPORT,790 DUNBAR RD,BYRON,GA,31008,2018,CHEVROLET,CRUZE,31008,36.9238352,127.1159758
1491,Manheim Georgia,1HGCV1F51JA200129,SMOKERISE TOWING,4325 LILBURN INDUSTRIAL WAY,LILBURN,GA,30047,2018,HONDA,ACCORD,30047,36.56022182142857,127.28209062142857
1492,Manheim Georgia,3C6JR6DT6JG162804,REGIONAL RECOVERY,1441 SPRING PL RD SE,CLEVELAND,TN,37311,2018,RAM,1500 4X2 RG,37311,35.15321392367789,-84.88468713112981
1493,Manheim Georgia,3N1AB6AP7CL728938,REGIONAL RECOVERY,1441 SPRING PL RD SE,CLEVELAND,TN,37311,2012,NISSAN,SENTRA,37311,35.15321392367789,-84.88468713112981
1494,Manheim Georgia,3N1CB7APXHY353622,REGIONAL RECOVERY,1441 SPRING PL RD SE,CLEVELAND,TN,37311,2017,NISSAN,SENTRA,37311,35.15321392367789,-84.88468713112981
1495,Manheim Georgia,5GAKRBKD1GJ256468,REGIONAL RECOVERY,1441 SPRING PL RD SE,CLEVELAND,TN,37311,2016,BUICK,ENCLAVE FWD,37311,35.15321392367789,-84.88468713112981
1496,Manheim Georgia,KNDJN2A28G7832401,REGIONAL RECOVERY,1441 SPRING PL RD SE,CLEVELAND,TN,37311,2016,KIA,SOUL,37311,35.15321392367789,-84.88468713112981
1497,Manheim Georgia,3N1AB7AP3KY305846,"QUICK RECOVERY SERVICES, INC",1031 KARLEE BLVD,LOGANVILLE,GA,30052,2019,NISSAN,SENTRA,30052,33.8009668932,-83.91141309933333
1498,Manheim Georgia,3N1CE2CP9FL386421,"QUICK RECOVERY SERVICES, INC",1031 KARLEE BLVD,LOGANVILLE,GA,30052,2015,NISSAN,VERSA NOTE,30052,33.8009668932,-83.91141309933333
1499,Manheim Georgia,3N1CN7AP7EL847131,"QUICK RECOVERY SERVICES, INC",1031 KARLEE BLVD,LOGANVILLE,GA,30052,2014,NISSAN,VERSA,30052,33.8009668932,-83.91141309933333
1500,Manheim Georgia,5XYPG4A30HG258065,"QUICK RECOVERY SERVICES, INC",1031 KARLEE BLVD,LOGANVILLE,GA,30052,2017,KIA,SORENTO FWD 4C,30052,33.8009668932,-83.91141309933333
1501,Manheim Georgia,3KPF24AD8ME267185,Quick Recovery Services,1031Karlee Blvd,LOGANVILLE,ga,30052,2021,KIA,FORTE,30052,33.8009668932,-83.91141309933333
1502,Manheim Georgia,5N1AT2MT0GC777875,Quick Recovery Services,1031Karlee Blvd,LOGANVILLE,ga,30052,2016,NISSAN,ROGUE FWD 4C,30052,33.8009668932,-83.91141309933333
1503,Manheim Georgia,5XYKT4A6XEG526793,QUICK RECOVERY SERVICES,1031 Karlee Blvd,LOGANVILLE,GA,30052,2014,KIA,SORENTO FWD 4C,30052,33.8009668932,-83.91141309933333
1504,Manheim Georgia,1C3CCCAB8GN178438,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,CHRYSLER,200 FWD 4C,30052,33.8009668932,-83.91141309933333
1505,Manheim Georgia,1C4PJLCBXKD269645,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2019,JEEP,CHEROKEE FWD 4C,30052,33.8009668932,-83.91141309933333
1506,Manheim Georgia,1FM5K7DH6GGD04472,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,FORD,EXPLORER FWD 4C,30052,33.8009668932,-83.91141309933333
1507,Manheim Georgia,1FMCU0F7XHUE30446,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,FORD,ESCAPE FWD 4C,30052,33.8009668932,-83.91141309933333
1508,Manheim Georgia,1FMCU0G99HUD34453,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,FORD,ESCAPE FWD 4C,30052,33.8009668932,-83.91141309933333
1509,Manheim Georgia,1FMCU0JD4HUB35520,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,FORD,ESCAPE FWD 4C,30052,33.8009668932,-83.91141309933333
1510,Manheim Georgia,1G11E5SAXGU116455,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,CHEVROLET,MALIBU LIMITED,30052,33.8009668932,-83.91141309933333
1511,Manheim Georgia,1G1BC5SMXH7261421,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,CHEVROLET,CRUZE,30052,33.8009668932,-83.91141309933333
1512,Manheim Georgia,1G1FB1RS6H0183245,Quick Recovery,1031Karlee Blvd,LOGANVILLE,ga,30052,2017,CHEVROLET,CAMARO V6,30052,33.8009668932,-83.91141309933333
1513,Manheim Georgia,1G1PC5SB5E7371244,QUICK RECOVERY,1031 KARLEE BLVD,LOGANVILLE,GA,30052,2014,CHEVROLET,CRUZE,30052,33.8009668932,-83.91141309933333
1514,Manheim Georgia,1G1ZB5ST0JF199032,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,CHEVROLET,MALIBU,30052,33.8009668932,-83.91141309933333
1515,Manheim Georgia,1G1ZD5E05CF336173,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2012,CHEVROLET,MALIBU 4C,30052,33.8009668932,-83.91141309933333
1516,Manheim Georgia,1G1ZE5ST1HF131632,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,CHEVROLET,MALIBU,30052,33.8009668932,-83.91141309933333
1517,Manheim Georgia,1GNSCAE01CR253401,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2012,CHEVROLET,TAHOE 4X2 V8,30052,33.8009668932,-83.91141309933333
1518,Manheim Georgia,1HGCR2F17HA048438,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,HONDA,ACCORD 4C,30052,33.8009668932,-83.91141309933333
1519,Manheim Georgia,1N4AA5AP4EC432502,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2014,NISSAN,MAXIMA,30052,33.8009668932,-83.91141309933333
1520,Manheim Georgia,1N4AA6APXJC405997,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,NISSAN,MAXIMA,30052,33.8009668932,-83.91141309933333
1521,Manheim Georgia,1N4AL2AP4BN448465,QUICK RECOVERY,1031Karlee Blvd LOGANVILLE,LOGANVILLE,GA,30052,2011,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1522,Manheim Georgia,1N4AL2EP2CC218219,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2012,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1523,Manheim Georgia,1N4AL3AP1HC248234,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1524,Manheim Georgia,1N4AL3AP3FN334131,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1525,Manheim Georgia,1N4AL3AP4FC121619,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1526,Manheim Georgia,1N4AL3AP4HC255517,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1527,Manheim Georgia,1N4AL3AP7EN352940,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2014,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1528,Manheim Georgia,1N4AL3AP8FC440165,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1529,Manheim Georgia,1N4AL3APXEC428534,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2014,NISSAN,ALTIMA 4C,30052,33.8009668932,-83.91141309933333
1530,Manheim Georgia,1N4BL4BV1KC245722,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2019,NISSAN,ALTIMA FWD 4C,30052,33.8009668932,-83.91141309933333
1531,Manheim Georgia,1N4BL4BV1LC193610,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2020,NISSAN,ALTIMA FWD 4C,30052,33.8009668932,-83.91141309933333
1532,Manheim Georgia,1N4BL4BV8LC146087,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2020,NISSAN,ALTIMA FWD 4C,30052,33.8009668932,-83.91141309933333
1533,Manheim Georgia,1VWBT7A38EC062301,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2014,VOLKSWAGEN,PASSAT 4C,30052,33.8009668932,-83.91141309933333
1534,Manheim Georgia,2C3CDXBG2FH777826,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,DODGE,CHARGER 4X2 V6,30052,33.8009668932,-83.91141309933333
1535,Manheim Georgia,2C3CDXBG9EH114431,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2014,DODGE,CHARGER 4X2 V6,30052,33.8009668932,-83.91141309933333
1536,Manheim Georgia,2C3CDZAG1GH337840,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,DODGE,CHALLENGER V6,30052,33.8009668932,-83.91141309933333
1537,Manheim Georgia,2C4RDGCG7KR518287,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2019,DODGE,GRAND CARAVAN,30052,33.8009668932,-83.91141309933333
1538,Manheim Georgia,2C4RDGEG7GR265394,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,DODGE,GRAND CARAVAN,30052,33.8009668932,-83.91141309933333
1539,Manheim Georgia,2G11Z5S32H9198315,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,CHEVROLET,IMPALA V6,30052,33.8009668932,-83.91141309933333
1540,Manheim Georgia,2HKRM3H71GH507680,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,HONDA,CR-V FWD,30052,33.8009668932,-83.91141309933333
1541,Manheim Georgia,2T1BURHE0HC793531,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,TOYOTA,COROLLA,30052,33.8009668932,-83.91141309933333
1542,Manheim Georgia,2T1BURHE1FC347868,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,TOYOTA,COROLLA,30052,33.8009668932,-83.91141309933333
1543,Manheim Georgia,2T1BURHE4JC975240,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,TOYOTA,COROLLA,30052,33.8009668932,-83.91141309933333
1544,Manheim Georgia,2T3WFREV0FW220213,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,TOYOTA,RAV4 FWD,30052,33.8009668932,-83.91141309933333
1545,Manheim Georgia,2T3WFREV6GW304649,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2016,TOYOTA,RAV4 FWD,30052,33.8009668932,-83.91141309933333
1546,Manheim Georgia,3C4PDCAB2JT448779,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,DODGE,JOURNEY FWD 4C,30052,33.8009668932,-83.91141309933333
1547,Manheim Georgia,3C4PDCAB7FT708813,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,DODGE,JOURNEY FWD 4C,30052,33.8009668932,-83.91141309933333
1548,Manheim Georgia,3C4PDCAB9FT745460,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,DODGE,JOURNEY FWD 4C,30052,33.8009668932,-83.91141309933333
1549,Manheim Georgia,3C4PDCBG8CT161265,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2012,DODGE,JOURNEY FWD V6,30052,33.8009668932,-83.91141309933333
1550,Manheim Georgia,3GNCJPSB2HL252534,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2017,CHEVROLET,TRAX AWD,30052,33.8009668932,-83.91141309933333
1551,Manheim Georgia,3KPF24ADXKE088563,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2019,KIA,FORTE,30052,33.8009668932,-83.91141309933333
1552,Manheim Georgia,3MZBN1U70JM232553,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,MAZDA,MAZDA3,30052,33.8009668932,-83.91141309933333
1553,Manheim Georgia,3N1AB7AP0FY359949,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2015,NISSAN,SENTRA,30052,33.8009668932,-83.91141309933333
1554,Manheim Georgia,3N1AB7AP3KY267034,Quick Recovery,1031Karlee Blvd,LOGANVILLE,ga,30052,2019,NISSAN,SENTRA,30052,33.8009668932,-83.91141309933333
1555,Manheim Georgia,3N1AB7AP4JY268806,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,NISSAN,SENTRA,30052,33.8009668932,-83.91141309933333
1556,Manheim Georgia,3N1AB7AP5JY262013,QUICK RECOVERY,1031Karlee Blvd,LOGANVILLE,GA,30052,2018,NISSAN,SENTRA,30052,33.8009668932,-83.91141309933333
